name,id,nametype,recclass,fall,year,reclat,reclong,GeoLocation,mass (kg)
Northwest Africa 096,17093,1,163,1,2000.0,,,,2.51
Northwest Africa 097,17094,1,184,1,2000.0,,,,0.7
Northwest Africa 098,17095,1,333,1,2000.0,,,,5.624
Northwest Africa 099,17096,1,191,1,2000.0,,,,16.0
Northwest Africa 100,17097,1,333,1,2000.0,,,,7.136
Northwest Africa 1000,17098,1,103,1,2001.0,,,,1.2
Northwest Africa 1006,31994,1,462,1,2001.0,,,,0.0245
Northwest Africa 101,17099,1,175,1,2000.0,,,,2.436
Northwest Africa 102,17100,1,327,1,2000.0,,,,2.014
Northwest Africa 103,17101,1,333,1,2000.0,,,,1.188
Northwest Africa 104,17102,1,333,1,2000.0,,,,4.162
Northwest Africa 1044,17103,1,333,1,2000.0,,,,0.0804
Northwest Africa 1045,17104,1,182,1,2000.0,,,,0.102
Northwest Africa 1046,17105,1,184,1,2000.0,,,,0.809
Northwest Africa 1047,17106,1,333,1,2000.0,,,,0.593
Northwest Africa 1048,17107,1,276,1,2000.0,,,,0.0358
Northwest Africa 1049,17108,1,333,1,2000.0,,,,0.626
Northwest Africa 105,17109,1,191,1,2000.0,,,,1.382
Northwest Africa 1050,17110,1,333,1,2000.0,,,,0.214
Northwest Africa 1051,32032,1,327,1,2001.0,,,,0.088
Northwest Africa 1052,30765,1,0,1,2001.0,,,,0.022
Northwest Africa 1053,17111,1,333,1,2001.0,,,,0.108
Northwest Africa 1054,30766,1,0,1,2001.0,,,,0.086
Northwest Africa 1055,32033,1,319,1,2001.0,,,,0.132
Northwest Africa 1056,32034,1,184,1,2001.0,,,,0.188
Northwest Africa 1057,32035,1,175,1,2001.0,,,,0.124
Northwest Africa 1058,17112,1,4,1,2001.0,,,,0.18
Northwest Africa 1059,32036,1,327,1,2001.0,,,,0.11
Northwest Africa 106,17113,1,319,1,2000.0,,,,4.254
Northwest Africa 1060,32037,1,374,1,2001.0,,,,0.112
Northwest Africa 1061,32038,1,333,1,2001.0,,,,0.112
Northwest Africa 1062,17114,1,175,1,2001.0,,,,0.112
Northwest Africa 1063,32039,1,175,1,2001.0,,,,0.078
Northwest Africa 1064,32040,1,184,1,2001.0,,,,0.084
Northwest Africa 1065,32041,1,374,1,2001.0,,,,0.056
Northwest Africa 1066,32042,1,184,1,2001.0,,,,0.132
Northwest Africa 1067,17115,1,79,1,2001.0,,,,0.118
Northwest Africa 1068,17116,1,413,1,2001.0,,,,0.57677
Northwest Africa 107,17117,1,159,1,2000.0,,,,1.63
Northwest Africa 108,17118,1,333,1,2000.0,,,,1.612
Northwest Africa 1083,17119,1,60,1,2001.0,,,,0.0608
Northwest Africa 109,17120,1,333,1,2000.0,,,,1.166
Northwest Africa 110,17121,1,333,1,2000.0,,,,0.82
Northwest Africa 1109,17122,1,109,1,2001.0,,,,6.0
Northwest Africa 111,17123,1,191,1,2000.0,,,,3.918
Northwest Africa 1110,17124,1,413,1,2001.0,,,,0.118
Northwest Africa 1112,17125,1,37,1,2001.0,,,,0.049
Northwest Africa 112,17126,1,333,1,2000.0,,,,0.144
Northwest Africa 1150,17127,1,197,1,2000.0,,,,0.06705
Northwest Africa 1151,17128,1,374,1,2000.0,,,,0.126
Northwest Africa 1152,17129,1,14,1,2000.0,,,,0.098
Northwest Africa 1172,17130,1,184,1,2000.0,,,,120.0
Northwest Africa 1173,17131,1,191,1,1999.0,,,,0.182
Northwest Africa 1174,17132,1,184,1,1998.0,,,,0.884
Northwest Africa 1175,17133,1,327,1,2002.0,,,,0.59
Northwest Africa 1176,17134,1,327,1,2002.0,,,,0.15
Northwest Africa 1177,17135,1,60,1,2002.0,,,,0.01
Northwest Africa 118,17136,1,378,1,2000.0,,,,0.436
Northwest Africa 1180,17137,1,60,1,2000.0,,,,1.705
Northwest Africa 1181,17138,1,197,1,2001.0,,,,3.279
Northwest Africa 1182,17139,1,197,1,2000.0,,,,0.78
Northwest Africa 1185,17140,1,184,1,2001.0,,,,0.105
Northwest Africa 1186,17141,1,190,1,2001.0,,,,0.196
Northwest Africa 1187,17142,1,182,1,2001.0,,,,0.19
Northwest Africa 1188,17143,1,182,1,2001.0,,,,0.08259999999999999
Northwest Africa 1189,17144,1,312,1,2001.0,,,,0.114
Northwest Africa 1190,17145,1,60,1,2001.0,,,,0.0229
Northwest Africa 1195,17146,1,413,1,2002.0,,,,0.315
Northwest Africa 1197,17148,1,333,1,2001.0,,,,0.345
Northwest Africa 1198,17149,1,103,1,2001.0,,,,0.014
Northwest Africa 1199,17150,1,184,1,2000.0,,,,0.078
Northwest Africa 120,17151,1,191,1,2000.0,,,,0.218
Northwest Africa 1200,17152,1,184,1,2000.0,,,,1.077
Northwest Africa 1202,17154,1,333,1,1999.0,,,,1.638
Northwest Africa 1207,17159,1,135,1,1999.0,,,,0.905
Northwest Africa 1208,17160,1,184,1,1999.0,,,,0.368
Northwest Africa 1209,17161,1,175,1,1999.0,,,,0.295
Northwest Africa 1210,17162,1,184,1,1999.0,,,,0.28
Northwest Africa 1211,17163,1,175,1,1999.0,,,,0.28
Northwest Africa 1212,17164,1,135,1,1999.0,,,,0.803
Northwest Africa 1213,17165,1,175,1,1999.0,,,,0.267
Northwest Africa 1214,17166,1,175,1,1999.0,,,,0.492
Northwest Africa 1215,17167,1,327,1,1999.0,,,,0.217
Northwest Africa 1216,17168,1,184,1,1999.0,,,,0.198
Northwest Africa 1217,17169,1,175,1,1999.0,,,,0.307
Northwest Africa 1218,17170,1,184,1,1999.0,,,,0.167
Northwest Africa 1219,17171,1,184,1,1999.0,,,,0.274
Northwest Africa 1220,17172,1,184,1,1999.0,,,,0.164
Northwest Africa 1221,17173,1,191,1,1999.0,,,,0.131
Northwest Africa 1222,17174,1,96,1,1999.0,,,,2.8
Northwest Africa 1223,17175,1,333,1,1999.0,,,,2.328
Northwest Africa 1224,17176,1,327,1,1999.0,,,,0.093
Northwest Africa 1225,17177,1,327,1,1999.0,,,,0.357
Northwest Africa 1226,17178,1,319,1,1999.0,,,,0.083
Northwest Africa 1227,17179,1,345,1,1999.0,,,,1.05
Northwest Africa 1228,17180,1,184,1,1999.0,,,,0.609
Northwest Africa 1229,17181,1,327,1,1999.0,,,,0.066
Northwest Africa 1230,17182,1,175,1,1999.0,,,,0.118
Northwest Africa 1231,17183,1,175,1,1999.0,,,,0.059
Northwest Africa 1232,32147,1,46,1,2001.0,,,,1.9
Northwest Africa 1233,17184,1,305,1,2000.0,,,,0.146
Northwest Africa 1234,17185,1,378,1,2000.0,,,,0.102
Northwest Africa 1235,17186,1,7,1,2000.0,,,,0.08
Northwest Africa 1236,17187,1,175,1,2000.0,,,,0.171
Northwest Africa 1237,17188,1,333,1,2000.0,,,,0.153
Northwest Africa 1238,17189,1,378,1,2000.0,,,,0.053
Northwest Africa 1239,17190,1,71,1,2003.0,,,,0.237
Northwest Africa 124,17191,1,184,1,2000.0,,,,2.909
Northwest Africa 1240,17192,1,107,1,2001.0,,,,0.098
Northwest Africa 1241,17193,1,462,1,2001.0,,,,0.282
Northwest Africa 1242,17194,1,417,1,1985.0,,,,7.0
Northwest Africa 1243,17195,1,327,1,2002.0,,,,0.0359
Northwest Africa 1244,17196,1,312,1,2002.0,,,,0.0256
Northwest Africa 1245,17197,1,312,1,2002.0,,,,0.0404
Northwest Africa 1246,17198,1,312,1,2002.0,,,,0.0443
Northwest Africa 1247,17199,1,310,1,2002.0,,,,0.027600000000000003
Northwest Africa 1248,17200,1,312,1,2002.0,,,,0.102
Northwest Africa 1249,17201,1,312,1,2002.0,,,,0.0648
Northwest Africa 1251,17202,1,190,1,2002.0,,,,0.122
Northwest Africa 1252,17203,1,190,1,2002.0,,,,0.092
Northwest Africa 1253,17204,1,182,1,2002.0,,,,0.05
Northwest Africa 1254,17205,1,184,1,2002.0,,,,0.281
Northwest Africa 1255,17206,1,333,1,2002.0,,,,0.794
Northwest Africa 1256,17207,1,462,1,2002.0,,,,0.042
Northwest Africa 1257,17208,1,182,1,2002.0,,,,0.172
Northwest Africa 1258,17209,1,332,1,2002.0,,,,0.072
Northwest Africa 1259,17210,1,312,1,2002.0,,,,0.12
Northwest Africa 1260,17211,1,312,1,2002.0,,,,2.518
Northwest Africa 1261,17212,1,327,1,2002.0,,,,0.118
Northwest Africa 1262,17213,1,327,1,2002.0,,,,0.18
Northwest Africa 1263,17214,1,319,1,2002.0,,,,0.07440000000000001
Northwest Africa 1264,17215,1,322,1,2002.0,,,,0.08
Northwest Africa 1265,17216,1,333,1,2002.0,,,,0.198
Northwest Africa 1266,17217,1,310,1,2002.0,,,,0.0952
Northwest Africa 1267,17218,1,327,1,2002.0,,,,0.2
Northwest Africa 1268,17219,1,327,1,2002.0,,,,0.236
Northwest Africa 1269,17220,1,327,1,2002.0,,,,0.062200000000000005
Northwest Africa 1270,17221,1,326,1,2002.0,,,,0.204
Northwest Africa 1271,17222,1,333,1,2002.0,,,,0.0942
Northwest Africa 1273,17223,1,184,1,2002.0,,,,0.22047999999999998
Northwest Africa 1274,17224,1,184,1,2002.0,,,,0.1384
Northwest Africa 1275,17225,1,333,1,2002.0,,,,0.5971000000000001
Northwest Africa 1276,17226,1,333,1,2002.0,,,,0.266
Northwest Africa 1282,32155,1,197,1,2001.0,,,,0.021
Northwest Africa 1284,17227,1,36,1,2001.0,,,,0.056
Northwest Africa 1296,17228,1,5,1,2001.0,,,,0.81
Northwest Africa 130,17229,1,159,1,2000.0,,,,0.43
Northwest Africa 1329,30768,1,175,1,2000.0,,,,0.465
Northwest Africa 1337,30769,1,314,1,2000.0,,,,0.092
Northwest Africa 134,17230,1,333,1,2000.0,,,,0.104
Northwest Africa 1356,30770,1,184,1,2000.0,,,,0.076
Northwest Africa 137,17231,1,333,1,2000.0,,,,0.155
Northwest Africa 138,17232,1,184,1,2000.0,,,,0.848
Northwest Africa 139,17233,1,191,1,2000.0,,,,0.0214
Northwest Africa 1390,30771,1,163,1,2000.0,,,,0.27
Northwest Africa 1391,30772,1,333,1,2000.0,,,,1.091
Northwest Africa 1392,30773,1,184,1,2000.0,,,,0.064
Northwest Africa 1395,30774,1,163,1,2000.0,,,,0.734
Northwest Africa 1397,30775,1,271,1,2000.0,,,,40.0
Northwest Africa 1406,30776,1,345,1,2001.0,,,,0.682
Northwest Africa 141,17234,1,184,1,2000.0,,,,0.425
Northwest Africa 1429,30777,1,276,1,2001.0,,,,0.0626
Northwest Africa 1430,17235,1,228,1,2001.0,,,,113.0
Northwest Africa 1431,17236,1,109,1,2001.0,,,,0.213
Northwest Africa 1457,17237,1,465,1,2002.0,,,,0.052
Northwest Africa 1459,17238,1,68,1,2002.0,,,,0.053
Northwest Africa 1460,32318,1,413,1,2002.0,,,,0.0702
Northwest Africa 1461,32319,1,68,1,2002.0,,,,0.252
Northwest Africa 1462,32320,1,462,1,2002.0,,,,0.203
Northwest Africa 1463,17239,1,465,1,2000.0,,,,1.001
Northwest Africa 1464,17240,1,462,1,2001.0,,,,1.8
Northwest Africa 1465,17241,1,65,1,2001.0,,,,3.0
Northwest Africa 1466,17242,1,103,1,2001.0,,,,0.056
Northwest Africa 1467,17243,1,175,1,2002.0,,,,0.111
Northwest Africa 1468,17244,1,190,1,2002.0,,,,0.167
Northwest Africa 1469,17245,1,190,1,2002.0,,,,0.119
Northwest Africa 1470,17246,1,319,1,2002.0,,,,0.659
Northwest Africa 1471,17247,1,451,1,2001.0,,,,0.0533
Northwest Africa 1472,17248,1,451,1,2001.0,,,,0.108
Northwest Africa 1473,17249,1,333,1,2001.0,,,,0.928
Northwest Africa 1474,17250,1,179,1,2001.0,,,,0.054200000000000005
Northwest Africa 1475,17251,1,333,1,2001.0,,,,0.22
Northwest Africa 1476,17252,1,438,1,2001.0,,,,0.0206
Northwest Africa 1477,17253,1,438,1,2001.0,,,,0.035
Northwest Africa 1478,17254,1,438,1,2001.0,,,,0.028
Northwest Africa 1479,17255,1,333,1,2001.0,,,,0.0793
Northwest Africa 148,17256,1,184,1,2000.0,,,,0.043
Northwest Africa 1480,17257,1,333,1,2001.0,,,,0.0293
Northwest Africa 1481,17258,1,333,1,2001.0,,,,0.242
Northwest Africa 1482,17259,1,333,1,2001.0,,,,0.0688
Northwest Africa 1483,17260,1,184,1,2001.0,,,,0.0104
Northwest Africa 1484,17261,1,184,1,2001.0,,,,0.016399999999999998
Northwest Africa 1485,17262,1,329,1,2002.0,,,,30.0
Northwest Africa 1486,17263,1,175,1,2002.0,,,,6.0
Northwest Africa 1487,17264,1,333,1,2002.0,,,,1.142
Northwest Africa 1488,17265,1,333,1,2002.0,,,,0.325
Northwest Africa 1489,17266,1,339,1,2002.0,,,,0.191
Northwest Africa 1490,17267,1,333,1,2002.0,,,,0.0854
Northwest Africa 1491,17268,1,175,1,2002.0,,,,0.155
Northwest Africa 1492,17269,1,175,1,2002.0,,,,0.0722
Northwest Africa 1493,17270,1,333,1,2002.0,,,,0.148
Northwest Africa 1494,17271,1,184,1,2002.0,,,,0.141
Northwest Africa 1495,17272,1,321,1,2001.0,,,,6.56
Northwest Africa 1496,17273,1,184,1,2001.0,,,,0.268
Northwest Africa 1497,17274,1,327,1,2001.0,,,,1.89
Northwest Africa 1498,17275,1,175,1,2001.0,,,,0.357
Northwest Africa 1499,17276,1,327,1,2001.0,,,,1.002
Northwest Africa 1500,17277,1,4,1,2000.0,,,,3.3
Northwest Africa 1501,17278,1,184,1,2001.0,,,,0.542
Northwest Africa 1502,17279,1,321,1,2001.0,,,,1.15
Northwest Africa 1503,17280,1,319,1,2001.0,,,,0.255
Northwest Africa 1504,17281,1,327,1,2001.0,,,,0.748
Northwest Africa 1505,17282,1,268,1,2001.0,,,,0.277
Northwest Africa 1506,32321,1,327,1,2001.0,,,,0.548
Northwest Africa 1507,17283,1,327,1,2001.0,,,,0.668
Northwest Africa 1508,17284,1,329,1,2001.0,,,,0.502
Northwest Africa 1509,32322,1,182,1,2001.0,,,,0.443
Northwest Africa 151,17285,1,333,1,2000.0,,,,0.116
Northwest Africa 1510,17286,1,327,1,2001.0,,,,0.562
Northwest Africa 1511,17287,1,327,1,2001.0,,,,0.198
Northwest Africa 1512,17288,1,327,1,2001.0,,,,0.485
Northwest Africa 1513,17289,1,175,1,2001.0,,,,0.596
Northwest Africa 1514,17290,1,327,1,2001.0,,,,0.54
Northwest Africa 1515,17291,1,175,1,2001.0,,,,0.423
Northwest Africa 1516,17292,1,327,1,2001.0,,,,0.53
Northwest Africa 1517,17293,1,327,1,2001.0,,,,0.271
Northwest Africa 1518,32323,1,122,1,2001.0,,,,0.34
Northwest Africa 1519,32324,1,333,1,2001.0,,,,0.267
Northwest Africa 1520,17294,1,326,1,2001.0,,,,0.406
Northwest Africa 1522,17295,1,184,1,2001.0,,,,0.302
Northwest Africa 1523,32326,1,184,1,2001.0,,,,0.409
Northwest Africa 1524,32327,1,318,1,2001.0,,,,0.191
Northwest Africa 1525,17296,1,327,1,2001.0,,,,4.889
Northwest Africa 1526,32328,1,327,1,2001.0,,,,0.198
Northwest Africa 1527,32329,1,319,1,2001.0,,,,0.128
Northwest Africa 1528,32330,1,319,1,2001.0,,,,0.215
Northwest Africa 1529,32331,1,319,1,2001.0,,,,0.079
Northwest Africa 1530,32332,1,332,1,2001.0,,,,0.034
Northwest Africa 1531,32333,1,319,1,2001.0,,,,0.024
Northwest Africa 1532,32334,1,333,1,2001.0,,,,0.205
Northwest Africa 1533,32335,1,327,1,2001.0,,,,0.014
Northwest Africa 1534,32336,1,128,1,2001.0,,,,0.011
Northwest Africa 1535,17297,1,184,1,2000.0,,,,0.285
Northwest Africa 1536,17298,1,175,1,2000.0,,,,0.276
Northwest Africa 1537,17299,1,327,1,2000.0,,,,0.528
Northwest Africa 1538,17300,1,369,1,2000.0,,,,0.28
Northwest Africa 1539,17301,1,319,1,2000.0,,,,0.15619999999999998
Northwest Africa 1540,17302,1,327,1,2000.0,,,,0.13
Northwest Africa 1541,17303,1,327,1,2000.0,,,,0.054700000000000006
Northwest Africa 1542,17304,1,327,1,2000.0,,,,0.066
Northwest Africa 1543,17305,1,175,1,2000.0,,,,0.0581
Northwest Africa 1544,32337,1,175,1,2000.0,,,,0.0287
Northwest Africa 1545,17306,1,184,1,2000.0,,,,0.209
Northwest Africa 1546,32338,1,327,1,2000.0,,,,0.5
Northwest Africa 1547,17307,1,369,1,2002.0,,,,0.1645
Northwest Africa 1548,17308,1,369,1,2002.0,,,,0.3316
Northwest Africa 1549,17309,1,375,1,2002.0,,,,0.48269999999999996
Northwest Africa 155,17310,1,184,1,2000.0,,,,0.17
Northwest Africa 1550,17311,1,374,1,2002.0,,,,8.0
Northwest Africa 1551,17312,1,374,1,2002.0,,,,0.8092
Northwest Africa 1554,17313,1,128,1,2002.0,,,,0.178
Northwest Africa 1555,17314,1,190,1,2002.0,,,,0.05
Northwest Africa 1556,17315,1,333,1,2002.0,,,,0.374
Northwest Africa 1557,17316,1,271,1,2002.0,,,,0.124
Northwest Africa 1558,17317,1,38,1,1998.0,,,,0.385
Northwest Africa 1559,17318,1,30,1,2000.0,,,,0.284
Northwest Africa 1560,17319,1,36,1,1999.0,,,,0.822
Northwest Africa 1561,17320,1,184,1,1999.0,,,,0.198
Northwest Africa 1562,17321,1,378,1,2000.0,,,,0.38
Northwest Africa 1563,17322,1,37,1,2000.0,,,,2.95
Northwest Africa 1564,17323,1,327,1,1998.0,,,,0.5
Northwest Africa 1565,17324,1,175,1,1999.0,,,,0.2
Northwest Africa 1566,17325,1,447,1,2001.0,,,,0.159
Northwest Africa 1567,17326,1,60,1,2002.0,,,,0.022
Northwest Africa 1568,17327,1,378,1,2002.0,,,,0.037
Northwest Africa 1569,17328,1,462,1,2001.0,,,,0.614
Northwest Africa 1570,17329,1,108,1,2001.0,,,,0.028
Northwest Africa 1571,17330,1,327,1,2001.0,,,,0.832
Northwest Africa 1572,17331,1,333,1,2001.0,,,,0.382
Northwest Africa 1573,17332,1,250,1,2002.0,,,,0.078
Northwest Africa 1574,17333,1,184,1,2001.0,,,,0.2105
Northwest Africa 1575,17334,1,333,1,2002.0,,,,0.23
Northwest Africa 1576,17335,1,333,1,2002.0,,,,0.55
Northwest Africa 1577,17336,1,333,1,2002.0,,,,0.112
Northwest Africa 1582,17341,1,333,1,2002.0,,,,3.451
Northwest Africa 1583,17342,1,450,1,2002.0,,,,0.078
Northwest Africa 1584,17343,1,374,1,2002.0,,,,3.25
Northwest Africa 1585,17344,1,454,1,2002.0,,,,0.0265
Northwest Africa 1586,17345,1,462,1,2002.0,,,,0.4
Northwest Africa 1587,17346,1,175,1,2000.0,,,,0.05
Northwest Africa 1588,17347,1,163,1,2000.0,,,,0.3
Northwest Africa 1589,17348,1,184,1,2000.0,,,,0.073
Northwest Africa 1590,17350,1,375,1,2001.0,,,,0.1254
Northwest Africa 1591,17351,1,375,1,2001.0,,,,0.2548
Northwest Africa 1592,17352,1,319,1,2001.0,,,,1.127
Northwest Africa 1593,17353,1,332,1,2001.0,,,,0.1874
Northwest Africa 1594,17354,1,333,1,2001.0,,,,0.2857
Northwest Africa 1595,17355,1,333,1,2001.0,,,,0.0803
Northwest Africa 1596,17356,1,333,1,2001.0,,,,0.13319999999999999
Northwest Africa 1597,17357,1,333,1,2001.0,,,,0.2677
Northwest Africa 1598,17358,1,333,1,2001.0,,,,0.24609999999999999
Northwest Africa 1599,17359,1,175,1,2001.0,,,,0.2221
Northwest Africa 1600,17361,1,184,1,2001.0,,,,0.1659
Northwest Africa 1601,17362,1,184,1,2001.0,,,,0.1167
Northwest Africa 1602,17363,1,186,1,2001.0,,,,0.1438
Northwest Africa 1603,17364,1,186,1,2001.0,,,,0.102
Northwest Africa 1604,17365,1,184,1,2001.0,,,,0.1296
Northwest Africa 1605,17366,1,191,1,2001.0,,,,0.1004
Northwest Africa 1606,17367,1,175,1,2001.0,,,,0.1199
Northwest Africa 1607,17368,1,191,1,2001.0,,,,0.26630000000000004
Northwest Africa 1608,17369,1,179,1,2001.0,,,,0.2734
Northwest Africa 1609,17370,1,179,1,2001.0,,,,0.3594
Northwest Africa 1610,17372,1,191,1,2001.0,,,,0.15880000000000002
Northwest Africa 1617,17373,1,0,1,1998.0,,,,0.021
Northwest Africa 1628,30778,1,29,1,2003.0,,,,0.0182
Northwest Africa 1644,17377,1,109,1,2001.0,,,,0.214
Northwest Africa 1645,17378,1,421,1,2002.0,,,,0.129
Northwest Africa 1646,17379,1,107,1,2002.0,,,,0.259
Northwest Africa 1647,17380,1,103,1,2002.0,,,,0.313
Northwest Africa 1648,17381,1,71,1,2002.0,,,,0.803
Northwest Africa 1649,17382,1,109,1,2002.0,,,,0.0708
Northwest Africa 1650,17384,1,109,1,2002.0,,,,0.039
Northwest Africa 1651,17385,1,378,1,2002.0,,,,0.0198
Northwest Africa 1652,17386,1,250,1,2002.0,,,,0.0683
Northwest Africa 1653,17387,1,197,1,2002.0,,,,0.376
Northwest Africa 1654,17388,1,108,1,2002.0,,,,0.049
Northwest Africa 1655,17389,1,46,1,2002.0,,,,0.0509
Northwest Africa 1656,17390,1,333,1,2002.0,,,,0.043
Northwest Africa 1657,17391,1,333,1,2002.0,,,,0.468
Northwest Africa 1658,17392,1,279,1,2002.0,,,,1.3455
Northwest Africa 1659,17393,1,184,1,2002.0,,,,0.03
Northwest Africa 1660,17395,1,175,1,2002.0,,,,0.287
Northwest Africa 1661,17396,1,318,1,2002.0,,,,0.12340000000000001
Northwest Africa 1662,17397,1,333,1,2002.0,,,,0.12459999999999999
Northwest Africa 1663,17398,1,184,1,2002.0,,,,0.08009999999999998
Northwest Africa 1665,30779,1,31,1,2002.0,,,,1.185
Northwest Africa 1666,17400,1,109,1,2002.0,,,,0.32
Northwest Africa 1667,17401,1,68,1,2002.0,,,,1.005
Northwest Africa 1668,17402,1,454,1,2002.0,,,,0.71
Northwest Africa 1669,17403,1,413,1,2003.0,,,,0.036
Northwest Africa 167,17404,1,175,1,1999.0,,,,0.061
Northwest Africa 1670,17405,1,5,1,2003.0,,,,0.029
Northwest Africa 1672,17406,1,103,1,2002.0,,,,0.01275
Northwest Africa 168,17407,1,175,1,1999.0,,,,0.058
Northwest Africa 1692,17409,1,184,1,2002.0,,,,0.857
Northwest Africa 1693,17410,1,184,1,2002.0,,,,0.083
Northwest Africa 1694,17411,1,30,1,2002.0,,,,0.0471
Northwest Africa 1695,17412,1,197,1,2001.0,,,,0.614
Northwest Africa 1696,30780,1,279,1,2002.0,,,,0.213
Northwest Africa 1697,30781,1,327,1,2002.0,,,,3.0
Northwest Africa 1698,17413,1,327,1,2002.0,,,,0.698
Northwest Africa 1699,17414,1,326,1,2002.0,,,,0.35
Northwest Africa 1700,17416,1,327,1,2002.0,,,,0.095
Northwest Africa 1701,17417,1,374,1,2002.0,,,,0.225
Northwest Africa 1702,17418,1,191,1,2002.0,,,,0.22
Northwest Africa 1703,17419,1,333,1,2002.0,,,,0.264
Northwest Africa 1704,17420,1,184,1,2002.0,,,,0.166
Northwest Africa 1705,17421,1,327,1,2002.0,,,,0.11
Northwest Africa 1706,17422,1,333,1,2002.0,,,,0.148
Northwest Africa 1707,17423,1,319,1,2002.0,,,,0.522
Northwest Africa 1708,17424,1,327,1,2002.0,,,,0.0111
Northwest Africa 1709,32392,1,163,1,2002.0,,,,0.009
Northwest Africa 1710,32393,1,369,1,2002.0,,,,0.0056
Northwest Africa 1711,17426,1,250,1,2002.0,,,,0.4591
Northwest Africa 1712,17427,1,333,1,2002.0,,,,0.42410000000000003
Northwest Africa 1713,17428,1,333,1,2002.0,,,,1.073
Northwest Africa 1714,17429,1,182,1,2002.0,,,,0.697
Northwest Africa 1715,17430,1,333,1,2002.0,,,,0.361
Northwest Africa 1716,17431,1,332,1,2002.0,,,,0.185
Northwest Africa 1718,17433,1,333,1,2002.0,,,,0.858
Northwest Africa 172,17434,1,184,1,1999.0,,,,0.0242
Northwest Africa 173,17435,1,184,1,2000.0,,,,0.0681
Northwest Africa 174,17436,1,175,1,2000.0,,,,0.1776
Northwest Africa 175,17437,1,327,1,2000.0,,,,0.074
Northwest Africa 1756,17438,1,354,1,2002.0,,,,0.0682
Northwest Africa 1757,17439,1,53,1,2001.0,,,,0.361
Northwest Africa 1758,17440,1,44,1,2001.0,,,,0.0664
Northwest Africa 1759,17441,1,109,1,2001.0,,,,0.0101
Northwest Africa 176,17442,1,237,1,1999.0,,,,2.0
Northwest Africa 1760,17443,1,108,1,2001.0,,,,0.020300000000000002
Northwest Africa 1761,17444,1,191,1,2001.0,,,,4.56
Northwest Africa 1762,17445,1,327,1,2001.0,,,,0.2055
Northwest Africa 1763,17446,1,64,1,2001.0,,,,0.0571
Northwest Africa 1764,17447,1,108,1,2001.0,,,,0.255
Northwest Africa 1765,17448,1,374,1,2001.0,,,,0.395
Northwest Africa 1766,17449,1,333,1,2001.0,,,,3.694
Northwest Africa 1767,17450,1,108,1,2001.0,,,,0.013
Northwest Africa 1768,17451,1,109,1,2002.0,,,,0.0094
Northwest Africa 1769,17452,1,197,1,2001.0,,,,0.589
Northwest Africa 1770,17453,1,357,1,2002.0,,,,0.022
Northwest Africa 1771,17454,1,108,1,2001.0,,,,0.0075
Northwest Africa 1772,17455,1,327,1,2002.0,,,,0.1684
Northwest Africa 1774,17456,1,449,1,2002.0,,,,0.714
Northwest Africa 1775,17457,1,413,1,2002.0,,,,0.025
Northwest Africa 1776,17458,1,60,1,2002.0,,,,0.08
Northwest Africa 1777,17459,1,109,1,2002.0,,,,1.055
Northwest Africa 1778,17460,1,333,1,2002.0,,,,95.0
Northwest Africa 1779,17461,1,327,1,2002.0,,,,0.857
Northwest Africa 178,17462,1,333,1,2000.0,,,,0.15
Northwest Africa 1780,17463,1,462,1,2002.0,,,,0.02557
Northwest Africa 1781,17464,1,191,1,2000.0,,,,0.102
Northwest Africa 1782,17465,1,462,1,2000.0,,,,0.163
Northwest Africa 1783,17466,1,305,1,2000.0,,,,0.413
Northwest Africa 1784,17467,1,453,1,2000.0,,,,0.184
Northwest Africa 1785,17468,1,159,1,2001.0,,,,0.24880000000000002
Northwest Africa 1786,17469,1,184,1,2002.0,,,,0.277
Northwest Africa 1787,17470,1,311,1,2002.0,,,,0.6557000000000001
Northwest Africa 1788,17471,1,311,1,2001.0,,,,0.0354
Northwest Africa 1789,17472,1,108,1,1999.0,,,,0.044039999999999996
Northwest Africa 1790,17473,1,319,1,1999.0,,,,0.1
Northwest Africa 1791,17474,1,333,1,2000.0,,,,0.9
Northwest Africa 1792,17475,1,184,1,2002.0,,,,0.039
Northwest Africa 1793,17476,1,276,1,2002.0,,,,0.585
Northwest Africa 1794,17477,1,374,1,2002.0,,,,0.398
Northwest Africa 1795,17478,1,184,1,2002.0,,,,33.0
Northwest Africa 1796,17479,1,184,1,2002.0,,,,22.0
Northwest Africa 1797,17480,1,184,1,2002.0,,,,18.0
Northwest Africa 1798,17481,1,191,1,2002.0,,,,14.0
Northwest Africa 1799,17482,1,333,1,2002.0,,,,0.1737
Northwest Africa 1800,17483,1,182,1,2002.0,,,,0.0628
Northwest Africa 1801,17484,1,319,1,2002.0,,,,0.264
Northwest Africa 1802,17485,1,191,1,2002.0,,,,0.518
Northwest Africa 1803,17486,1,184,1,2002.0,,,,0.0985
Northwest Africa 1804,17487,1,190,1,2002.0,,,,1.4
Northwest Africa 1805,17488,1,333,1,2002.0,,,,0.1024
Northwest Africa 1806,17489,1,135,1,2002.0,,,,0.04001
Northwest Africa 1807,32432,1,64,1,2002.0,,,,0.274
Northwest Africa 1808,32433,1,189,1,2002.0,,,,0.684
Northwest Africa 1809,30782,1,378,1,2003.0,,,,0.214
Northwest Africa 1810,17490,1,96,1,2000.0,,,,0.042
Northwest Africa 1811,17491,1,378,1,2003.0,,,,0.3
