name,id,nametype,recclass,fall,year,reclat,reclong,GeoLocation,mass (kg)
LaPaz Icefield 03847,34730,1,374,1,2003.0,,,,0.0134
LaPaz Icefield 03848,34731,1,374,1,2003.0,,,,0.0143
LaPaz Icefield 03849,34732,1,374,1,2003.0,,,,0.0132
LaPaz Icefield 03850,32672,1,327,1,2002.0,,,,0.0004
LaPaz Icefield 03851,34733,1,378,1,2003.0,,,,0.00035999999999999997
LaPaz Icefield 03852,32673,1,374,1,2002.0,,,,0.0004
LaPaz Icefield 03853,32674,1,374,1,2002.0,,,,0.0012
LaPaz Icefield 03854,32675,1,374,1,2002.0,,,,0.0024
LaPaz Icefield 03855,32676,1,184,1,2002.0,,,,0.0008
LaPaz Icefield 03856,32677,1,374,1,2002.0,,,,0.0019
LaPaz Icefield 03857,32678,1,191,1,2002.0,,,,0.0005
LaPaz Icefield 03858,32679,1,184,1,2002.0,,,,0.0016
LaPaz Icefield 03859,32680,1,374,1,2002.0,,,,0.0065
LaPaz Icefield 03860,32681,1,369,1,2002.0,,,,0.0063
LaPaz Icefield 03861,32682,1,374,1,2002.0,,,,0.0064
LaPaz Icefield 03862,32683,1,374,1,2002.0,,,,0.0096
LaPaz Icefield 03863,32684,1,374,1,2002.0,,,,0.0064
LaPaz Icefield 03864,32685,1,327,1,2002.0,,,,0.008
LaPaz Icefield 03865,34734,1,44,1,2003.0,,,,0.0192
LaPaz Icefield 03866,32686,1,374,1,2002.0,,,,0.010199999999999999
LaPaz Icefield 03867,32687,1,374,1,2002.0,,,,0.023
LaPaz Icefield 03868,32688,1,374,1,2002.0,,,,0.0249
LaPaz Icefield 03869,32689,1,374,1,2002.0,,,,0.015300000000000001
LaPaz Icefield 03870,32690,1,327,1,2002.0,,,,0.0157
LaPaz Icefield 03871,32691,1,374,1,2002.0,,,,0.0119
LaPaz Icefield 03872,32692,1,327,1,2002.0,,,,0.0162
LaPaz Icefield 03873,32693,1,374,1,2002.0,,,,0.0384
LaPaz Icefield 03874,32694,1,374,1,2002.0,,,,0.0143
LaPaz Icefield 03875,32695,1,378,1,2002.0,,,,0.013300000000000001
LaPaz Icefield 03876,32696,1,374,1,2002.0,,,,0.005
LaPaz Icefield 03877,32697,1,191,1,2002.0,,,,0.0155
LaPaz Icefield 03878,32698,1,374,1,2002.0,,,,0.0176
LaPaz Icefield 03879,32699,1,374,1,2002.0,,,,0.023100000000000002
LaPaz Icefield 03880,34735,1,378,1,2003.0,,,,0.0040999999999999995
LaPaz Icefield 03881,34736,1,184,1,2003.0,,,,0.0063
LaPaz Icefield 03882,34737,1,184,1,2003.0,,,,0.00078
LaPaz Icefield 03883,34738,1,327,1,2003.0,,,,0.0009
LaPaz Icefield 03884,34739,1,327,1,2003.0,,,,0.0037
LaPaz Icefield 03885,34740,1,184,1,2003.0,,,,0.00017
LaPaz Icefield 03886,34741,1,327,1,2003.0,,,,0.0038
LaPaz Icefield 03887,34742,1,327,1,2003.0,,,,0.00117
LaPaz Icefield 03888,34743,1,184,1,2003.0,,,,0.0026
LaPaz Icefield 03889,34744,1,374,1,2003.0,,,,0.0008100000000000001
LaPaz Icefield 03890,32700,1,333,1,2002.0,,,,0.0016
LaPaz Icefield 03891,32701,1,191,1,2002.0,,,,0.0013
LaPaz Icefield 03892,32702,1,374,1,2002.0,,,,0.0040999999999999995
LaPaz Icefield 03893,32703,1,374,1,2002.0,,,,0.004200000000000001
LaPaz Icefield 03894,32704,1,191,1,2002.0,,,,0.0035
LaPaz Icefield 03895,32705,1,184,1,2002.0,,,,0.0036
LaPaz Icefield 03896,32706,1,378,1,2002.0,,,,0.0007
LaPaz Icefield 03897,32707,1,374,1,2002.0,,,,0.0070999999999999995
LaPaz Icefield 03898,32708,1,374,1,2002.0,,,,0.0064
LaPaz Icefield 03899,32709,1,191,1,2002.0,,,,0.004200000000000001
LaPaz Icefield 03900,36202,1,327,1,2003.0,,,,0.0089
LaPaz Icefield 03901,36203,1,327,1,2003.0,,,,0.0086
LaPaz Icefield 03902,36204,1,452,1,2003.0,,,,0.0062
LaPaz Icefield 03903,36205,1,327,1,2003.0,,,,0.0127
LaPaz Icefield 03904,36206,1,191,1,2003.0,,,,0.013800000000000002
LaPaz Icefield 03905,36207,1,327,1,2003.0,,,,0.0154
LaPaz Icefield 03906,36208,1,319,1,2003.0,,,,0.0119
LaPaz Icefield 03907,36209,1,327,1,2003.0,,,,0.0058
LaPaz Icefield 03908,36210,1,327,1,2003.0,,,,0.0064
LaPaz Icefield 03909,36211,1,191,1,2003.0,,,,0.0066
LaPaz Icefield 03910,32710,1,327,1,2002.0,,,,0.0040999999999999995
LaPaz Icefield 03911,32711,1,327,1,2002.0,,,,0.005900000000000001
LaPaz Icefield 03912,32712,1,327,1,2002.0,,,,0.0008
LaPaz Icefield 03913,32713,1,327,1,2002.0,,,,0.0048
LaPaz Icefield 03914,32714,1,378,1,2002.0,,,,0.005
LaPaz Icefield 03915,32715,1,374,1,2002.0,,,,0.0044
LaPaz Icefield 03916,32716,1,237,1,2002.0,,,,0.0006
LaPaz Icefield 03917,32717,1,327,1,2002.0,,,,0.009300000000000001
LaPaz Icefield 03918,32718,1,327,1,2002.0,,,,0.0060999999999999995
LaPaz Icefield 03919,32719,1,327,1,2002.0,,,,0.004200000000000001
LaPaz Icefield 03920,32720,1,184,1,2002.0,,,,0.0176
LaPaz Icefield 03921,32721,1,184,1,2002.0,,,,0.0255
LaPaz Icefield 03922,34745,1,118,1,2003.0,,,,0.016
LaPaz Icefield 03923,34746,1,374,1,2003.0,,,,0.0206
LaPaz Icefield 03924,32722,1,374,1,2002.0,,,,0.0124
LaPaz Icefield 03925,32723,1,327,1,2002.0,,,,0.013699999999999999
LaPaz Icefield 03926,32724,1,374,1,2002.0,,,,0.0179
LaPaz Icefield 03927,32725,1,327,1,2002.0,,,,0.009300000000000001
LaPaz Icefield 03928,32726,1,374,1,2002.0,,,,0.0233
LaPaz Icefield 03929,32727,1,374,1,2002.0,,,,0.0332
LaPaz Icefield 03930,34747,1,92,1,2003.0,,,,0.0088
LaPaz Icefield 03931,34748,1,378,1,2003.0,,,,0.004200000000000001
LaPaz Icefield 03932,34749,1,327,1,2003.0,,,,0.00102
LaPaz Icefield 03933,34750,1,327,1,2003.0,,,,0.0094
LaPaz Icefield 03934,34751,1,191,1,2003.0,,,,0.00083
LaPaz Icefield 03935,34752,1,327,1,2003.0,,,,0.004
LaPaz Icefield 03936,34753,1,378,1,2003.0,,,,0.0104
LaPaz Icefield 03937,34754,1,327,1,2003.0,,,,0.0035
LaPaz Icefield 03938,34755,1,327,1,2003.0,,,,0.0043
LaPaz Icefield 03939,34756,1,374,1,2003.0,,,,0.00197
LaPaz Icefield 03940,34757,1,378,1,2003.0,,,,0.0225
LaPaz Icefield 03941,34758,1,327,1,2003.0,,,,0.00032
LaPaz Icefield 03942,34759,1,327,1,2003.0,,,,0.0086
LaPaz Icefield 03943,34760,1,184,1,2003.0,,,,0.0114
LaPaz Icefield 03944,34761,1,374,1,2003.0,,,,0.0050999999999999995
LaPaz Icefield 03945,34762,1,378,1,2003.0,,,,0.0060999999999999995
LaPaz Icefield 03946,34763,1,374,1,2003.0,,,,0.0112
LaPaz Icefield 03947,34764,1,184,1,2003.0,,,,0.0033
LaPaz Icefield 03948,34765,1,378,1,2003.0,,,,0.0125
LaPaz Icefield 03949,34766,1,327,1,2003.0,,,,0.0037
LaPaz Icefield 03950,36212,1,184,1,2003.0,,,,0.0078
LaPaz Icefield 03951,34767,1,378,1,2003.0,,,,0.0074
LaPaz Icefield 03952,32728,1,184,1,2002.0,,,,0.0091
LaPaz Icefield 03953,32729,1,374,1,2002.0,,,,0.022600000000000002
LaPaz Icefield 03954,34768,1,184,1,2003.0,,,,0.0371
LaPaz Icefield 03955,32730,1,184,1,2002.0,,,,0.006
LaPaz Icefield 03956,32731,1,378,1,2002.0,,,,0.003
LaPaz Icefield 03957,32732,1,374,1,2002.0,,,,0.0044
LaPaz Icefield 03958,32733,1,374,1,2002.0,,,,0.0056
LaPaz Icefield 03959,32734,1,374,1,2002.0,,,,0.0037
LaPaz Icefield 03960,34769,1,374,1,2003.0,,,,0.0209
LaPaz Icefield 03961,34770,1,374,1,2003.0,,,,0.019399999999999997
LaPaz Icefield 03962,34771,1,327,1,2003.0,,,,0.0367
LaPaz Icefield 03963,34772,1,374,1,2003.0,,,,0.0228
LaPaz Icefield 03964,34773,1,374,1,2003.0,,,,0.0224
LaPaz Icefield 03965,34774,1,175,1,2003.0,,,,0.0176
LaPaz Icefield 03966,34775,1,374,1,2003.0,,,,0.009800000000000001
LaPaz Icefield 03967,34776,1,374,1,2003.0,,,,0.0009599999999999999
LaPaz Icefield 03968,34777,1,374,1,2003.0,,,,0.0072
LaPaz Icefield 03969,34778,1,374,1,2003.0,,,,0.00015
LaPaz Icefield 03970,34779,1,327,1,2003.0,,,,0.024300000000000002
LaPaz Icefield 03971,34780,1,327,1,2003.0,,,,0.0050999999999999995
LaPaz Icefield 03972,34781,1,327,1,2003.0,,,,0.00058
LaPaz Icefield 03973,34782,1,184,1,2003.0,,,,0.0048
LaPaz Icefield 03974,34783,1,327,1,2003.0,,,,0.0057
LaPaz Icefield 03975,34784,1,374,1,2003.0,,,,0.0031
LaPaz Icefield 03976,34785,1,327,1,2003.0,,,,0.0065
LaPaz Icefield 03977,34786,1,327,1,2003.0,,,,0.004200000000000001
LaPaz Icefield 03978,34787,1,374,1,2003.0,,,,0.0129
LaPaz Icefield 03980,34788,1,378,1,2003.0,,,,0.0161
LaPaz Icefield 03981,34789,1,333,1,2003.0,,,,0.045399999999999996
LaPaz Icefield 03982,34790,1,184,1,2003.0,,,,0.0245
LaPaz Icefield 03983,34791,1,184,1,2003.0,,,,0.0255
LaPaz Icefield 03984,34792,1,184,1,2003.0,,,,0.0074
LaPaz Icefield 03985,34793,1,327,1,2003.0,,,,0.0008
LaPaz Icefield 03986,34794,1,374,1,2003.0,,,,0.0040999999999999995
LaPaz Icefield 03987,34795,1,184,1,2003.0,,,,0.004200000000000001
LaPaz Icefield 03988,34796,1,184,1,2003.0,,,,0.0045
LaPaz Icefield 03989,34797,1,327,1,2003.0,,,,0.0089
LaPaz Icefield 03990,34798,1,327,1,2003.0,,,,0.018699999999999998
LaPaz Icefield 03991,36213,1,184,1,2003.0,,,,0.0105
LaPaz Icefield 03992,34799,1,327,1,2003.0,,,,0.032299999999999995
LaPaz Icefield 03993,34800,1,378,1,2003.0,,,,0.0134
LaPaz Icefield 03994,34801,1,369,1,2003.0,,,,0.0265
LaPaz Icefield 03995,34802,1,378,1,2003.0,,,,0.0275
LaPaz Icefield 03996,34803,1,327,1,2003.0,,,,0.0141
LaPaz Icefield 03997,34804,1,184,1,2003.0,,,,0.0384
LaPaz Icefield 03998,34805,1,374,1,2003.0,,,,0.0123
LaPaz Icefield 03999,34806,1,374,1,2003.0,,,,0.0081
LaPaz Icefield 04430,46134,1,327,1,2004.0,,,,2.408
LaPaz Icefield 04431,46135,1,327,1,2004.0,,,,0.5315
LaPaz Icefield 04432,46136,1,327,1,2004.0,,,,0.16269999999999998
LaPaz Icefield 04433,46137,1,327,1,2004.0,,,,0.2266
LaPaz Icefield 04434,46138,1,191,1,2004.0,,,,0.22719999999999999
LaPaz Icefield 04435,46139,1,327,1,2004.0,,,,0.1487
LaPaz Icefield 04436,46140,1,327,1,2004.0,,,,0.4089
LaPaz Icefield 04437,46141,1,374,1,2004.0,,,,0.19
LaPaz Icefield 04438,46142,1,327,1,2004.0,,,,0.1669
LaPaz Icefield 04439,46143,1,327,1,2004.0,,,,0.5765
LaPaz Icefield 04440,46144,1,327,1,2004.0,,,,3.0859
LaPaz Icefield 04441,46145,1,333,1,2004.0,,,,0.7028
LaPaz Icefield 04442,46146,1,333,1,2004.0,,,,0.291
LaPaz Icefield 04443,46147,1,327,1,2004.0,,,,0.1447
LaPaz Icefield 04444,45024,1,333,1,2004.0,,,,0.1686
LaPaz Icefield 04445,46148,1,327,1,2004.0,,,,0.2587
LaPaz Icefield 04446,45025,1,374,1,2004.0,,,,0.2025
LaPaz Icefield 04447,46149,1,191,1,2004.0,,,,0.1045
LaPaz Icefield 04448,45026,1,327,1,2004.0,,,,0.1226
LaPaz Icefield 04449,45027,1,374,1,2004.0,,,,0.1055
LaPaz Icefield 04450,45028,1,327,1,2004.0,,,,0.1022
LaPaz Icefield 04451,45029,1,327,1,2004.0,,,,0.151
LaPaz Icefield 04452,45030,1,327,1,2004.0,,,,0.1098
LaPaz Icefield 04453,45031,1,327,1,2004.0,,,,0.0854
LaPaz Icefield 04454,45032,1,333,1,2004.0,,,,0.09670000000000001
LaPaz Icefield 04455,45033,1,333,1,2004.0,,,,0.0528
LaPaz Icefield 04456,45034,1,327,1,2004.0,,,,0.0389
LaPaz Icefield 04457,45035,1,333,1,2004.0,,,,0.0324
LaPaz Icefield 04458,45036,1,333,1,2004.0,,,,0.0599
LaPaz Icefield 04459,45037,1,327,1,2004.0,,,,0.0637
LaPaz Icefield 04460,45038,1,327,1,2004.0,,,,0.1184
LaPaz Icefield 04461,45039,1,327,1,2004.0,,,,0.027899999999999998
LaPaz Icefield 04462,45040,1,118,1,2004.0,,,,0.045899999999999996
LaPaz Icefield 04463,45041,1,327,1,2004.0,,,,0.053200000000000004
LaPaz Icefield 04464,45042,1,378,1,2004.0,,,,0.0319
LaPaz Icefield 04465,45043,1,184,1,2004.0,,,,0.046799999999999994
LaPaz Icefield 04466,45044,1,333,1,2004.0,,,,0.0294
LaPaz Icefield 04467,45045,1,333,1,2004.0,,,,0.0344
LaPaz Icefield 04468,45046,1,333,1,2004.0,,,,0.016800000000000002
LaPaz Icefield 04469,45047,1,333,1,2004.0,,,,0.0305
LaPaz Icefield 04470,45048,1,327,1,2004.0,,,,0.019399999999999997
LaPaz Icefield 04471,45049,1,327,1,2004.0,,,,0.0060999999999999995
LaPaz Icefield 04472,45050,1,327,1,2004.0,,,,0.0223
LaPaz Icefield 04473,45051,1,327,1,2004.0,,,,0.0096
LaPaz Icefield 04474,45052,1,327,1,2004.0,,,,0.0251
LaPaz Icefield 04475,45053,1,276,1,2004.0,,,,0.013800000000000002
LaPaz Icefield 04476,45054,1,327,1,2004.0,,,,0.01
LaPaz Icefield 04477,45055,1,374,1,2004.0,,,,0.0255
LaPaz Icefield 04478,45056,1,327,1,2004.0,,,,0.0073
LaPaz Icefield 04479,45057,1,374,1,2004.0,,,,0.0055
LaPaz Icefield 04480,45058,1,374,1,2004.0,,,,0.0095
LaPaz Icefield 04481,45059,1,333,1,2004.0,,,,0.0126
LaPaz Icefield 04482,45060,1,327,1,2004.0,,,,0.0156
LaPaz Icefield 04483,45061,1,374,1,2004.0,,,,0.0183
LaPaz Icefield 04484,45062,1,327,1,2004.0,,,,0.011800000000000001
LaPaz Icefield 04485,45063,1,327,1,2004.0,,,,0.015099999999999999
LaPaz Icefield 04486,45064,1,327,1,2004.0,,,,0.009699999999999999
LaPaz Icefield 04487,45065,1,327,1,2004.0,,,,0.0128
LaPaz Icefield 04488,45066,1,319,1,2004.0,,,,0.009800000000000001
LaPaz Icefield 04489,45067,1,333,1,2004.0,,,,0.0027
LaPaz Icefield 04490,45068,1,327,1,2004.0,,,,0.0037
LaPaz Icefield 04491,45069,1,327,1,2004.0,,,,0.004
LaPaz Icefield 04492,45070,1,333,1,2004.0,,,,0.0068
LaPaz Icefield 04493,45071,1,327,1,2004.0,,,,0.0029
LaPaz Icefield 04494,45072,1,327,1,2004.0,,,,0.005
LaPaz Icefield 04495,45073,1,184,1,2004.0,,,,0.0034
LaPaz Icefield 04496,45074,1,191,1,2004.0,,,,0.0057
LaPaz Icefield 04497,45075,1,374,1,2004.0,,,,0.0076
LaPaz Icefield 04498,45076,1,191,1,2004.0,,,,0.0125
LaPaz Icefield 04499,45077,1,191,1,2004.0,,,,0.0028
LaPaz Icefield 04500,45078,1,191,1,2004.0,,,,0.0021000000000000003
LaPaz Icefield 04501,45079,1,191,1,2004.0,,,,0.0017
LaPaz Icefield 04502,45080,1,333,1,2004.0,,,,0.0016
LaPaz Icefield 04503,45081,1,327,1,2004.0,,,,0.004
LaPaz Icefield 04504,45082,1,184,1,2004.0,,,,0.0037
LaPaz Icefield 04505,45083,1,191,1,2004.0,,,,0.0025
LaPaz Icefield 04506,45084,1,378,1,2004.0,,,,0.002
LaPaz Icefield 04507,45085,1,191,1,2004.0,,,,0.0028
LaPaz Icefield 04508,45086,1,191,1,2004.0,,,,0.0024
LaPaz Icefield 04509,45087,1,191,1,2004.0,,,,0.002
LaPaz Icefield 04510,45088,1,191,1,2004.0,,,,0.031100000000000003
LaPaz Icefield 04511,45089,1,184,1,2004.0,,,,0.0171
LaPaz Icefield 04512,45090,1,333,1,2004.0,,,,0.0195
LaPaz Icefield 04513,45091,1,327,1,2004.0,,,,0.0175
LaPaz Icefield 04514,45092,1,44,1,2004.0,,,,0.0148
LaPaz Icefield 04515,45093,1,327,1,2004.0,,,,0.0072
LaPaz Icefield 04516,45094,1,60,1,2004.0,,,,0.0263
LaPaz Icefield 04517,45095,1,184,1,2004.0,,,,0.0078
LaPaz Icefield 04518,45096,1,327,1,2004.0,,,,0.0197
LaPaz Icefield 04519,45097,1,327,1,2004.0,,,,0.0263
LaPaz Icefield 04520,45098,1,191,1,2004.0,,,,0.0017
LaPaz Icefield 04521,45099,1,184,1,2004.0,,,,0.0070999999999999995
LaPaz Icefield 04522,45100,1,378,1,2004.0,,,,0.0072
LaPaz Icefield 04523,45101,1,191,1,2004.0,,,,0.014199999999999999
LaPaz Icefield 04524,45102,1,333,1,2004.0,,,,0.0023
LaPaz Icefield 04525,45103,1,327,1,2004.0,,,,0.0068
LaPaz Icefield 04526,45104,1,374,1,2004.0,,,,0.0024
LaPaz Icefield 04527,45105,1,44,1,2004.0,,,,0.002
LaPaz Icefield 04528,45106,1,184,1,2004.0,,,,0.0156
LaPaz Icefield 04529,45107,1,327,1,2004.0,,,,0.0031
LaPaz Icefield 04531,34986,0,66,1,2004.0,,,,1e-05
LaPaz Icefield 04532,34987,1,191,1,2004.0,,,,0.00011
LaPaz Icefield 04533,34988,1,184,1,2004.0,,,,0.00053
LaPaz Icefield 04534,34989,1,327,1,2004.0,,,,8e-05
LaPaz Icefield 04535,34990,1,184,1,2004.0,,,,0.00063
LaPaz Icefield 04536,34991,1,184,1,2004.0,,,,0.00116
LaPaz Icefield 04537,34992,1,184,1,2004.0,,,,0.00061
LaPaz Icefield 04538,34993,1,327,1,2004.0,,,,0.00041999999999999996
LaPaz Icefield 04539,34994,1,374,1,2004.0,,,,0.0005899999999999999
LaPaz Icefield 04540,46150,1,327,1,2004.0,,,,0.1802
LaPaz Icefield 04541,46151,1,327,1,2004.0,,,,0.063
LaPaz Icefield 04542,46152,1,327,1,2004.0,,,,0.094
LaPaz Icefield 04543,46153,1,327,1,2004.0,,,,0.0353
LaPaz Icefield 04544,46154,1,184,1,2004.0,,,,0.0505
LaPaz Icefield 04545,46155,1,327,1,2004.0,,,,0.0715
LaPaz Icefield 04546,46156,1,378,1,2004.0,,,,0.048600000000000004
LaPaz Icefield 04547,46157,1,333,1,2004.0,,,,0.09390000000000001
LaPaz Icefield 04548,46158,1,378,1,2004.0,,,,0.0995
LaPaz Icefield 04549,46159,1,184,1,2004.0,,,,0.0969
LaPaz Icefield 04550,45108,1,327,1,2004.0,,,,0.023
LaPaz Icefield 04551,45109,1,333,1,2004.0,,,,0.0156
LaPaz Icefield 04552,45110,1,44,1,2004.0,,,,0.0114
LaPaz Icefield 04553,45111,1,333,1,2004.0,,,,0.0076
LaPaz Icefield 04554,45112,1,327,1,2004.0,,,,0.014199999999999999
LaPaz Icefield 04555,45113,1,374,1,2004.0,,,,0.0237
LaPaz Icefield 04556,45114,1,175,1,2004.0,,,,0.0437
LaPaz Icefield 04557,45115,1,374,1,2004.0,,,,0.0253
LaPaz Icefield 04558,45116,1,191,1,2004.0,,,,0.0074
LaPaz Icefield 04559,45117,1,333,1,2004.0,,,,0.017
LaPaz Icefield 04560,45118,1,327,1,2004.0,,,,0.038700000000000005
LaPaz Icefield 04561,45119,1,327,1,2004.0,,,,0.0067
LaPaz Icefield 04562,45120,1,191,1,2004.0,,,,0.0055
LaPaz Icefield 04563,45121,1,319,1,2004.0,,,,0.0068
LaPaz Icefield 04564,45122,1,333,1,2004.0,,,,0.0040999999999999995
LaPaz Icefield 04565,45123,1,44,1,2004.0,,,,0.0070999999999999995
LaPaz Icefield 04566,45124,1,378,1,2004.0,,,,0.0099
LaPaz Icefield 04567,45125,1,327,1,2004.0,,,,0.0031
LaPaz Icefield 04568,45126,1,378,1,2004.0,,,,0.0031
LaPaz Icefield 04569,45127,1,374,1,2004.0,,,,0.0019
LaPaz Icefield 04570,45128,1,327,1,2004.0,,,,0.004
LaPaz Icefield 04571,45129,1,374,1,2004.0,,,,0.006
LaPaz Icefield 04572,45130,1,37,1,2004.0,,,,0.0066
LaPaz Icefield 04573,45131,1,378,1,2004.0,,,,0.004
LaPaz Icefield 04574,45132,1,333,1,2004.0,,,,0.0101
LaPaz Icefield 04575,45133,1,327,1,2004.0,,,,0.008199999999999999
LaPaz Icefield 04576,45134,1,333,1,2004.0,,,,0.0018
LaPaz Icefield 04577,45135,1,374,1,2004.0,,,,0.004900000000000001
LaPaz Icefield 04578,45136,1,327,1,2004.0,,,,0.0044
LaPaz Icefield 04579,45137,1,378,1,2004.0,,,,0.0057
LaPaz Icefield 04580,45138,1,191,1,2004.0,,,,0.0219
LaPaz Icefield 04581,45139,1,374,1,2004.0,,,,0.016
LaPaz Icefield 04582,45140,1,378,1,2004.0,,,,0.0869
LaPaz Icefield 04583,45141,1,378,1,2004.0,,,,0.0818
LaPaz Icefield 04584,45142,1,374,1,2004.0,,,,0.033299999999999996
LaPaz Icefield 04585,45143,1,327,1,2004.0,,,,0.026699999999999998
LaPaz Icefield 04586,45144,1,374,1,2004.0,,,,0.030199999999999998
LaPaz Icefield 04587,45145,1,327,1,2004.0,,,,0.0261
LaPaz Icefield 04588,45146,1,44,1,2004.0,,,,0.011
LaPaz Icefield 04589,45147,1,378,1,2004.0,,,,0.0103
LaPaz Icefield 04590,45148,1,327,1,2004.0,,,,0.019899999999999998
LaPaz Icefield 04591,45149,1,327,1,2004.0,,,,0.0054
LaPaz Icefield 04592,45150,1,60,1,2004.0,,,,0.013099999999999999
LaPaz Icefield 04593,45151,1,327,1,2004.0,,,,0.0166
LaPaz Icefield 04594,45152,1,191,1,2004.0,,,,0.0075
LaPaz Icefield 04595,45153,1,191,1,2004.0,,,,0.0033
LaPaz Icefield 04596,45154,1,374,1,2004.0,,,,0.002
LaPaz Icefield 04597,45155,1,191,1,2004.0,,,,0.0136
LaPaz Icefield 04598,45156,1,374,1,2004.0,,,,0.024
LaPaz Icefield 04599,45157,1,327,1,2004.0,,,,0.041299999999999996
LaPaz Icefield 04600,45158,1,378,1,2004.0,,,,0.021
LaPaz Icefield 04601,45159,1,333,1,2004.0,,,,0.048799999999999996
LaPaz Icefield 04602,45160,1,327,1,2004.0,,,,0.0201
LaPaz Icefield 04603,45161,1,327,1,2004.0,,,,0.020399999999999998
LaPaz Icefield 04604,45162,1,374,1,2004.0,,,,0.030100000000000002
LaPaz Icefield 04605,45163,1,327,1,2004.0,,,,0.063
LaPaz Icefield 04606,45164,1,333,1,2004.0,,,,0.021
LaPaz Icefield 04607,45165,1,333,1,2004.0,,,,0.033
LaPaz Icefield 04608,45166,1,327,1,2004.0,,,,0.0155
LaPaz Icefield 04609,45167,1,378,1,2004.0,,,,0.027399999999999997
LaPaz Icefield 04610,45168,1,374,1,2004.0,,,,0.0188
LaPaz Icefield 04611,45169,1,374,1,2004.0,,,,0.037200000000000004
LaPaz Icefield 04612,45170,1,276,1,2004.0,,,,0.0224
LaPaz Icefield 04613,45171,1,333,1,2004.0,,,,0.0178
LaPaz Icefield 04614,45172,1,118,1,2004.0,,,,0.0057
LaPaz Icefield 04615,45173,1,327,1,2004.0,,,,0.0094
LaPaz Icefield 04616,45174,1,327,1,2004.0,,,,0.0193
LaPaz Icefield 04617,45175,1,378,1,2004.0,,,,0.0228
LaPaz Icefield 04618,45176,1,327,1,2004.0,,,,0.01
LaPaz Icefield 04619,45177,1,374,1,2004.0,,,,0.016300000000000002
LaPaz Icefield 04620,45178,1,327,1,2004.0,,,,0.0060999999999999995
LaPaz Icefield 04621,45179,1,327,1,2004.0,,,,0.008
LaPaz Icefield 04622,45180,1,333,1,2004.0,,,,0.0074
LaPaz Icefield 04623,45181,1,374,1,2004.0,,,,0.005
LaPaz Icefield 04624,45182,1,327,1,2004.0,,,,0.005900000000000001
LaPaz Icefield 04625,45183,1,327,1,2004.0,,,,0.0060999999999999995
LaPaz Icefield 04626,45184,1,333,1,2004.0,,,,0.0063
LaPaz Icefield 04627,45185,1,374,1,2004.0,,,,0.0047
LaPaz Icefield 04628,45186,1,333,1,2004.0,,,,0.0031
LaPaz Icefield 04629,45187,1,327,1,2004.0,,,,0.0028
LaPaz Icefield 04630,45188,1,333,1,2004.0,,,,0.004
LaPaz Icefield 04631,45189,1,333,1,2004.0,,,,0.0055
LaPaz Icefield 04632,45190,1,333,1,2004.0,,,,0.0085
LaPaz Icefield 04633,45191,1,333,1,2004.0,,,,0.0019
LaPaz Icefield 04634,45192,1,327,1,2004.0,,,,0.0032
LaPaz Icefield 04635,45193,1,327,1,2004.0,,,,0.0068
LaPaz Icefield 04636,45194,1,333,1,2004.0,,,,0.0040999999999999995
LaPaz Icefield 04637,45195,1,333,1,2004.0,,,,0.0052
LaPaz Icefield 04638,45196,1,333,1,2004.0,,,,0.0035
LaPaz Icefield 04639,45197,1,333,1,2004.0,,,,0.0038
LaPaz Icefield 04640,34995,1,327,1,2004.0,,,,0.00086
LaPaz Icefield 04641,34996,1,327,1,2004.0,,,,0.00075
LaPaz Icefield 04642,34997,1,118,1,2004.0,,,,0.0012
LaPaz Icefield 04643,34998,1,327,1,2004.0,,,,0.00067
LaPaz Icefield 04644,34999,0,66,1,2004.0,,,,0.00063
LaPaz Icefield 04645,35000,1,374,1,2004.0,,,,0.00035
LaPaz Icefield 04646,35001,1,191,1,2004.0,,,,0.00063
LaPaz Icefield 04647,35002,1,327,1,2004.0,,,,0.00044
LaPaz Icefield 04648,35003,1,191,1,2004.0,,,,0.00145
LaPaz Icefield 04649,35004,1,327,1,2004.0,,,,0.00026000000000000003
LaPaz Icefield 04650,45198,1,327,1,2004.0,,,,0.0496
LaPaz Icefield 04651,45199,1,327,1,2004.0,,,,0.0439
LaPaz Icefield 04652,45200,1,327,1,2004.0,,,,0.0277
LaPaz Icefield 04653,45201,1,327,1,2004.0,,,,0.047200000000000006
LaPaz Icefield 04654,45202,1,327,1,2004.0,,,,0.056799999999999996
LaPaz Icefield 04655,45203,1,374,1,2004.0,,,,0.029
LaPaz Icefield 04656,45204,1,327,1,2004.0,,,,0.0353
LaPaz Icefield 04657,45205,1,378,1,2004.0,,,,0.0347
LaPaz Icefield 04658,45206,1,327,1,2004.0,,,,0.0256
LaPaz Icefield 04659,45207,1,327,1,2004.0,,,,0.0298
LaPaz Icefield 04660,45208,1,191,1,2004.0,,,,0.022699999999999998
LaPaz Icefield 04661,45209,1,333,1,2004.0,,,,0.0439
LaPaz Icefield 04662,45210,1,333,1,2004.0,,,,0.0134
LaPaz Icefield 04663,45211,1,374,1,2004.0,,,,0.0116
LaPaz Icefield 04664,45212,1,333,1,2004.0,,,,0.0158
LaPaz Icefield 04665,45213,1,333,1,2004.0,,,,0.0089
LaPaz Icefield 04666,45214,1,333,1,2004.0,,,,0.0127
LaPaz Icefield 04667,45215,1,333,1,2004.0,,,,0.009800000000000001
